pres_logistic_intercept,pres_logistic_slope,pres_flip_pv,house_logistic_intercept,house_logistic_slope,house_flip_pv,pres_kl_mean,pres_kl_median,house_kl_mean,house_kl_median
-84.68569605547383,166.78373524628284,0.5077575216217688,-39.497146769079926,78.50925521855534,0.503089051846526,0.25026524643233206,0.06296000380858632,0.037921717765064894,0.01214874277836002
